wallstreetcn-quick | 华尔街见闻
1. 印度数据中心运营商 Sify Infinit Spaces 押注人工智能热潮，但对泡沫保持警惕 [URL:https://wallstreetcn.com/livenews/3014193]
2. 浙江：统筹建设算力数据模型基础性工程 [URL:https://wallstreetcn.com/livenews/3014191]
3. 浙江：拟支持重点展会100个以上，组织不少于2000个团组赴境外拓市场 [URL:https://wallstreetcn.com/livenews/3014190]
4. A股商业航天概念再度拉升，上海瀚讯、招标股份双双涨停，中环海陆涨超10%，顺灏股份此前涨停，上海沪工、陕西华达、航天发展、航天智装跟涨。 [URL:https://wallstreetcn.com/livenews/3014188]
5. 万达首次赎回一座万达广场 [URL:https://wallstreetcn.com/livenews/3014187]
6. 国务院任免国家工作人员 [URL:https://wallstreetcn.com/livenews/3014185]
7. 欧元兑美元短线波动不大，现报1.1641，英国金融时报报道称欧盟推动70%的关键商品“在欧洲制造”。 [URL:https://wallstreetcn.com/livenews/3014184]
8. A股商业航天板块午后跳水，超捷股份直线跌超10%，佳缘科技跌超9%，莱斯信息、特发信息、航天宏图跟跌。 [URL:https://wallstreetcn.com/livenews/3014183]
9. 日本30年期国债收益率上升3个基点，至3.405%。 [URL:https://wallstreetcn.com/livenews/3014182]
10. 印度11月服务业PMI终值 59.8，初值 59.5。 [URL:https://wallstreetcn.com/livenews/3014181]
11. 印度11月综合PMI终值 59.7，初值 59.9。 [URL:https://wallstreetcn.com/livenews/3014180]
12. 10年期日本国债的收益率上升2.5个基点，至1.88%。 [URL:https://wallstreetcn.com/livenews/3014179]
13. 清华大学成立具身智能与机器人研究院 [URL:https://wallstreetcn.com/livenews/3014176]
14. 年底“发行战”！超60只新基金定档12月 [URL:https://wallstreetcn.com/livenews/3014172]
15. 2025贺岁档电影票房破20亿元 [URL:https://wallstreetcn.com/livenews/3014169]
16. 中邮证券黄付生：2026年权益市场将进入“长周期、结构性牛市” [URL:https://wallstreetcn.com/livenews/3014168]
17. 小鹏X9超级增程携手华为打造下一代增程发电机 [URL:https://wallstreetcn.com/livenews/3014167]
18. 报告：2025年Q3全球折叠屏智能手机出货量同比增长14% [URL:https://wallstreetcn.com/livenews/3014166]
19. 普京即将访印，克宫就俄印贸易关系表态 [URL:https://wallstreetcn.com/livenews/3014165]
20. 山东：力争到“十五五”末千亿县增加到40个以上 [URL:https://wallstreetcn.com/livenews/3014164]
21. 提醒：日内请重点关注（以下均为北京时间） [URL:https://wallstreetcn.com/livenews/3014163]
22. 早间要闻汇总 [URL:https://wallstreetcn.com/livenews/3014162]
23. 特朗普与巴西总统讨论合作打击有组织犯罪等议题 [URL:https://wallstreetcn.com/livenews/3014160]
24. 日本40年期国债收益率上行3个基点至3.715%。 [URL:https://wallstreetcn.com/livenews/3014159]
25. 荷兰首次确认猫感染禽流感死亡病例 [URL:https://wallstreetcn.com/livenews/3014158]
26. 阿里千问App位列全球AI应用增速榜第一 [URL:https://wallstreetcn.com/livenews/3014157]
27. 汇丰控股公告称，董事会今日委任利伯特为集团主席。 [URL:https://wallstreetcn.com/livenews/3014156]
28. 宁德时代587Ah电芯已出货2GWh，全年出货量预计达3GWh [URL:https://wallstreetcn.com/livenews/3014153]
29. 现货白银一度升0.8%至纪录高点每盎司58.94美元。 [URL:https://wallstreetcn.com/livenews/3014152]
30. 千问APP接入阿里学习模型 [URL:https://wallstreetcn.com/livenews/3014150]

