wallstreetcn-quick | 华尔街见闻
1. 佛塑科技：拟与紫金矿业下属子公司紫金锂元、厦门紫金以及广新研究院共同出资设立项目公司，在福建省龙岩市上杭工业区蛟洋新材料产业园区投资建设电池级硫化锂中试平台项目。本项目计划投资总额为1.13亿元（含增值税），建设100吨/年硫化锂生产线，主要研发、生产、经营高纯度电池级硫化锂产品。 [URL:https://wallstreetcn.com/livenews/3004140]
2. 美政府结束“停摆”，美国驻华大使馆：账号已恢复正常运行 [URL:https://wallstreetcn.com/livenews/3004139]
3. 乌总统签署命令对腐败窝案中涉案人员实施制裁 [URL:https://wallstreetcn.com/livenews/3004137]
4. 日产与本田据悉正洽谈在美国联合开发产品。（日经新闻） [URL:https://wallstreetcn.com/livenews/3004135]
5. 中兴通讯：已推出单机支持64张GPU的超节点服务器 [URL:https://wallstreetcn.com/livenews/3004134]
6. 张国清同西班牙国王费利佩六世共同出席中西企业顾问委员会第三次会议 [URL:https://wallstreetcn.com/livenews/3004133]
7. 比亚迪：比亚迪电子业务已开始大规模应用AMR智能物流机器人 [URL:https://wallstreetcn.com/livenews/3004132]
8. 中伟股份：公司已确定本次H股发行的最终价格为每股34港元。 [URL:https://wallstreetcn.com/livenews/3004131]
9. 合富中国：如公司股价进一步异常上涨，公司可能申请停牌核查 [URL:https://wallstreetcn.com/livenews/3004128]
10. 日执政联盟欲废除武器出口用途限制 [URL:https://wallstreetcn.com/livenews/3004127]
11. 如何看待货币政策空间？专家：要把握好力度和节奏 [URL:https://wallstreetcn.com/livenews/3004124]
12. 标普确认泰国外币评级为“BBB+/A-2”，展望稳定。 [URL:https://wallstreetcn.com/livenews/3004123]
13. 中银三星人寿24%股权再度挂牌转让，转让底价降至17.36亿元 [URL:https://wallstreetcn.com/livenews/3004122]
14. 爱科赛博：集成电路基金、达晨创通和达晨创鸿拟合计减持不超过3%。 [URL:https://wallstreetcn.com/livenews/3004121]
15. 国务院发展研究中心原副主任刘世锦：发展新质生产力要创造好的宏观环境 [URL:https://wallstreetcn.com/livenews/3004119]
16. 商务部：正在加快推进中国—东盟自贸区3.0版升级议定书的国内核准工作 [URL:https://wallstreetcn.com/livenews/3004118]
17. 国家医保局：全国医保影像云索引数据上传数据已过亿 [URL:https://wallstreetcn.com/livenews/3004116]
18. 上海银行行长施红敏：明年完成800家“美好生活工作室”建设 持续深化养老金融服务生态 [URL:https://wallstreetcn.com/livenews/3004115]
19. 检验检测促进产业升级 12项重点项目通过验收 [URL:https://wallstreetcn.com/livenews/3004114]
20. 剑桥科技：部分1.6T光模块产品已进入小批量供货阶段，预计至明年一季度可实现大量发货 [URL:https://wallstreetcn.com/livenews/3004112]
21. 阿特斯：控股股东预计第四季度总收入13亿至15亿美元 [URL:https://wallstreetcn.com/livenews/3004111]
22. 俄罗斯警告说美国核言论极具危险性 [URL:https://wallstreetcn.com/livenews/3004110]
23. 最高法：过去5年我国严重暴力犯罪案件下降6.75% [URL:https://wallstreetcn.com/livenews/3004109]
24. 迅雷美股盘前涨超8%，公司三季度总营收1.264亿美元，同比增长57.7%。 [URL:https://wallstreetcn.com/livenews/3004108]
25. 万华化学：Prime Partner International Limited拟减持不超过1%。 [URL:https://wallstreetcn.com/livenews/3004107]
26. 迅雷发布2025年第三季度财报：总营收1.264亿美元，同比增长57.7% [URL:https://wallstreetcn.com/livenews/3004106]
27. 常熟银行：常熟投控集团”于2025年10月9日至2025年11月13日期间，合计增持本行股份561.93万股，占本行总股本比例为0.17%。截至2025年11月13日，常熟投控集团持有本行股份1.32亿股，持股比例3.98%，较2024年末提升0.9个百分点。 [URL:https://wallstreetcn.com/livenews/3004105]
28. 常熟银行：本行执行董事、行长包剑先生因工作变动，向本行董事会提交书面辞呈，申请辞去本行执行董事、董事会战略与三农金融服务委员会委员及行长职务。 [URL:https://wallstreetcn.com/livenews/3004103]
29. 教育部：计划创建体育健康类学校9000所 [URL:https://wallstreetcn.com/livenews/3004099]
30. 东风汽车固态电池预计明年9月量产上车 [URL:https://wallstreetcn.com/livenews/3004098]

