wallstreetcn-quick | 华尔街见闻
1. 新央企中国雅江集团，董事长、总经理亮相 [URL:https://wallstreetcn.com/livenews/2948938]
2. 中国气象局发布全民早期预警中国方案“妈祖（MAZU）” [URL:https://wallstreetcn.com/livenews/2948937]
3. 欧航局成功发射一箭五星 [URL:https://wallstreetcn.com/livenews/2948936]
4. 上海将推动500辆数据采集网约车落地运行，并建立自动驾驶大模型评测体系 [URL:https://wallstreetcn.com/livenews/2948935]
5. 上交、深势联合发布全球首个通用科研智能体 [URL:https://wallstreetcn.com/livenews/2948934]
6. 中国政府倡议成立世界人工智能合作组织，初步考虑总部设在上海 [URL:https://wallstreetcn.com/livenews/2948933]
7. 哈马斯回应美方称其“不想达成停火协议”：以色列才是真正障碍 [URL:https://wallstreetcn.com/livenews/2948932]
8. 国务院食安办：针对婴幼儿食品、赈灾食品等加大日常监管力度 [URL:https://wallstreetcn.com/livenews/2948931]
9. 施耐德电气发布“算电协同”洞察报告：以三层架构破局数据中心能源挑战 [URL:https://wallstreetcn.com/livenews/2948929]
10. 我国3年共减少粮食损失超500亿斤 [URL:https://wallstreetcn.com/livenews/2948928]
11. 香港旅发局：上半年访港旅客约2400万人次，同比升12% [URL:https://wallstreetcn.com/livenews/2948927]
12. 广西东兴口岸2025年出入境客流已突破500万人次 [URL:https://wallstreetcn.com/livenews/2948925]
13. 高盛交易部门的客户开始做空不盈利科技股 [URL:https://wallstreetcn.com/livenews/2948924]
14. 老挝人民军消息人士：“与柬埔寨武装人员交火”不实 [URL:https://wallstreetcn.com/livenews/2948923]
15. 水利部和中国气象局联合发布橙色山洪灾害气象预警 [URL:https://wallstreetcn.com/livenews/2948922]
16. 日本纵容台湾地区外事部门负责人入境窜访，中方提出严正交涉 [URL:https://wallstreetcn.com/livenews/2948921]
17. 吉林省发布地质灾害气象风险黄色预警 [URL:https://wallstreetcn.com/livenews/2948920]
18. 广州市召开基孔肯雅热和登革热疫情防控视频调度会 [URL:https://wallstreetcn.com/livenews/2948919]
19. 印度商工部长Piyush Goyal：印度在与欧盟、美国的自由贸易协定谈判中取得快速进展。 [URL:https://wallstreetcn.com/livenews/2948917]
20. 自然资源部与中国气象局联合发布地质灾害黄色预警 [URL:https://wallstreetcn.com/livenews/2948916]
21. 网易多款AI应用首次亮相人工智能大会，发布具身智能模型“灵掘” [URL:https://wallstreetcn.com/livenews/2948915]
22. 上海国际旅游度假区至浦东国际机场的L4级Robotaxi专线将试运行 [URL:https://wallstreetcn.com/livenews/2948914]
23. 上海人工智能数字孪生实训场及上海市智能算力资源统筹调度服务平台2.0将正式发布 [URL:https://wallstreetcn.com/livenews/2948913]
24. 上汽智己汽车（联合享道出行）和上汽友道智途获颁上海市新一批智能网联汽车示范运营牌照 [URL:https://wallstreetcn.com/livenews/2948912]
25. AI界的“奥斯卡”榜单揭晓，今年SAIL奖参评项目增长30% [URL:https://wallstreetcn.com/livenews/2948911]
26. 苏超赣超之后，湘超将于9月开赛 [URL:https://wallstreetcn.com/livenews/2948910]
27. 智元机器人在WAIC主论坛发布“灵渠OS”开源计划 [URL:https://wallstreetcn.com/livenews/2948909]
28. 柬泰边境冲突已造成上百人伤亡 [URL:https://wallstreetcn.com/livenews/2948908]
29. 社交平台Soul即将内测全双工通话大模型 [URL:https://wallstreetcn.com/livenews/2948907]
30. 柬埔寨称泰在柬沿海部署8艘军舰 [URL:https://wallstreetcn.com/livenews/2948906]

