wallstreetcn-quick | 华尔街见闻
1. 香港旅发局：上半年访港旅客约2400万人次，同比升12% [URL:https://wallstreetcn.com/livenews/2948927]
2. 广西东兴口岸2025年出入境客流已突破500万人次 [URL:https://wallstreetcn.com/livenews/2948925]
3. 高盛交易部门的客户开始做空不盈利科技股 [URL:https://wallstreetcn.com/livenews/2948924]
4. 老挝人民军消息人士：“与柬埔寨武装人员交火”不实 [URL:https://wallstreetcn.com/livenews/2948923]
5. 水利部和中国气象局联合发布橙色山洪灾害气象预警 [URL:https://wallstreetcn.com/livenews/2948922]
6. 日本纵容台湾地区外事部门负责人入境窜访，中方提出严正交涉 [URL:https://wallstreetcn.com/livenews/2948921]
7. 吉林省发布地质灾害气象风险黄色预警 [URL:https://wallstreetcn.com/livenews/2948920]
8. 广州市召开基孔肯雅热和登革热疫情防控视频调度会 [URL:https://wallstreetcn.com/livenews/2948919]
9. 印度商工部长Piyush Goyal：印度在与欧盟、美国的自由贸易协定谈判中取得快速进展。 [URL:https://wallstreetcn.com/livenews/2948917]
10. 自然资源部与中国气象局联合发布地质灾害黄色预警 [URL:https://wallstreetcn.com/livenews/2948916]
11. 网易多款AI应用首次亮相人工智能大会，发布具身智能模型“灵掘” [URL:https://wallstreetcn.com/livenews/2948915]
12. 上海国际旅游度假区至浦东国际机场的L4级Robotaxi专线将试运行 [URL:https://wallstreetcn.com/livenews/2948914]
13. 上海人工智能数字孪生实训场及上海市智能算力资源统筹调度服务平台2.0将正式发布 [URL:https://wallstreetcn.com/livenews/2948913]
14. 上汽智己汽车（联合享道出行）和上汽友道智途获颁上海市新一批智能网联汽车示范运营牌照 [URL:https://wallstreetcn.com/livenews/2948912]
15. AI界的“奥斯卡”榜单揭晓，今年SAIL奖参评项目增长30% [URL:https://wallstreetcn.com/livenews/2948911]
16. 苏超赣超之后，湘超将于9月开赛 [URL:https://wallstreetcn.com/livenews/2948910]
17. 智元机器人在WAIC主论坛发布“灵渠OS”开源计划 [URL:https://wallstreetcn.com/livenews/2948909]
18. 柬泰边境冲突已造成上百人伤亡 [URL:https://wallstreetcn.com/livenews/2948908]
19. 社交平台Soul即将内测全双工通话大模型 [URL:https://wallstreetcn.com/livenews/2948907]
20. 柬埔寨称泰在柬沿海部署8艘军舰 [URL:https://wallstreetcn.com/livenews/2948906]
21. 多家险企部署下半年工作重点 [URL:https://wallstreetcn.com/livenews/2948905]
22. 公募量化“逆袭”，超额收益亮眼，基金经理提示小市值股票回调风险 [URL:https://wallstreetcn.com/livenews/2948904]
23. 佛山顺德新增基孔肯雅热确诊病例273例 均为轻症 [URL:https://wallstreetcn.com/livenews/2948903]
24. 智元机器人获“SAIL之星奖”，系获奖者中唯一机器人企业 [URL:https://wallstreetcn.com/livenews/2948902]
25. 伊朗司法机构遭恐袭致多人死伤 袭击者已被击毙 [URL:https://wallstreetcn.com/livenews/2948901]
26. 泰国空军出动战斗机打击柬埔寨军事目标 [URL:https://wallstreetcn.com/livenews/2948900]
27. 美将向近200个贸易伙伴发信函，特朗普：信函就是协议 [URL:https://wallstreetcn.com/livenews/2948899]
28. 初步调查显示俄安-24客机坠毁前各系统未失效 [URL:https://wallstreetcn.com/livenews/2948898]
29. 韩国和美国财长下周将会面。（韩联社） [URL:https://wallstreetcn.com/livenews/2948897]
30. 以军说一枚炮弹从加沙飞入以色列 [URL:https://wallstreetcn.com/livenews/2948896]

