wallstreetcn-quick | 华尔街见闻
1. 印度国产“光辉”战机在飞行表演中坠毁 [URL:https://wallstreetcn.com/livenews/3008644]
2. 《区域全面经济伙伴关系协定》（RCEP）联委会第十一次会议在泰国清迈举行 [URL:https://wallstreetcn.com/livenews/3008643]
3. 深交所：本周对近期股价严重异常波动的“ST中迪”进行重点监控 [URL:https://wallstreetcn.com/livenews/3008641]
4. 国务院国资委召开中央企业专业化整合推进会并举行重点项目集中签约仪式 [URL:https://wallstreetcn.com/livenews/3008638]
5. 上期能源拟修订20号胶期货标准合约及交割细则 [URL:https://wallstreetcn.com/livenews/3008636]
6. 吴政隆在安徽江苏调研时指出 纵深推进全国统一大市场建设 全力实现经济社会发展目标 [URL:https://wallstreetcn.com/livenews/3008633]
7. 荷兰已开始向波兰部署“爱国者”防空导弹系统 [URL:https://wallstreetcn.com/livenews/3008632]
8. 南非主要股指下跌3.1%，至108,455.80点。 [URL:https://wallstreetcn.com/livenews/3008631]
9. 抖音生活服务烟火榜发布，首批10城360家小店上榜 [URL:https://wallstreetcn.com/livenews/3008630]
10. 纽约银日内跌幅达4%，报48.91美元/盎司；现货白银日内跌幅达3.5%，报48.84美元/盎司。 [URL:https://wallstreetcn.com/livenews/3008629]
11. 小米集团于11月21日斥资3.033亿港元回购800万股B类股份。 [URL:https://wallstreetcn.com/livenews/3008628]
12. 俄央行确认出售实物黄金 [URL:https://wallstreetcn.com/livenews/3008627]
13. 央企专业化整合再推进 17家单位8组合作项目签约 [URL:https://wallstreetcn.com/livenews/3008626]
14. 兆易创新：部分董事、高级管理人员拟合计减持24.9万公司股份 [URL:https://wallstreetcn.com/livenews/3008625]
15. 报道：宁德时代计划最快下月初重启位于宜春的一座重要锂矿 [URL:https://wallstreetcn.com/livenews/3008624]
16. 陈吉宁会见马来西亚国家石油公司总裁兼首席执行官陶菲克 [URL:https://wallstreetcn.com/livenews/3008622]
17. 财政部副部长宋其超出席中亚区域经济合作机制第24次部长级会议 [URL:https://wallstreetcn.com/livenews/3008621]
18. 比特币再度向下触及82000美元/枚，日内跌5.38%。 [URL:https://wallstreetcn.com/livenews/3008619]
19. 礼来记能达新剂量说明书更新获国家药监局批准 [URL:https://wallstreetcn.com/livenews/3008618]
20. 信达生物将被纳入恒生指数； 中国宏桥、信达生物、百胜中国将被纳入恒生中国企业指数；海底捞、新东方、新奥能源将被从恒生中国企业指数中剔除； 零跑科技将被纳入恒生科技指数，ASMPT将被从恒生科技指数中剔除。 [URL:https://wallstreetcn.com/livenews/3008617]
21. 美股期货短线跳水，纳指期货日内跌幅扩大至0.8%，标普500指数期货跌0.38%，道指期货日内涨0.12%。 [URL:https://wallstreetcn.com/livenews/3008616]
22. 美元指数抹去此前跌幅，英镑触及日内低点。 [URL:https://wallstreetcn.com/livenews/3008615]
23. 德国10年期与30年期国债收益率差扩大至64个基点，为2019年以来最大。 [URL:https://wallstreetcn.com/livenews/3008614]
24. 国家药监局：拓宽药品出口证明出证范围，统筹出口证明的有效期 [URL:https://wallstreetcn.com/livenews/3008613]
25. 上交所：本周对*ST正平、*ST亚振等异常波动退市风险警示股票，以及合富中国等严重异常波动股票进行重点监控。 [URL:https://wallstreetcn.com/livenews/3008609]
26. 超卓航科：控股股东、实际控制人李羿含、李光平、王春晓正在筹划重大事项，该事项可能导致公司控制权变更，股票停牌。 [URL:https://wallstreetcn.com/livenews/3008608]
27. 商务部：1-10月全国吸收外资6219.3亿元人民币 [URL:https://wallstreetcn.com/livenews/3008606]
28. 如祺出行“Robotaxi+”亮相广州车展 [URL:https://wallstreetcn.com/livenews/3008600]
29. 标普500指数期货转跌，纳斯达克100指数期货下跌0.26%。英伟达盘前跌幅扩大至近2%。 [URL:https://wallstreetcn.com/livenews/3008598]
30. 英国国债涨幅扩大，10年期收益率下行5个基点至4.54%。 [URL:https://wallstreetcn.com/livenews/3008595]

