wallstreetcn-quick | 华尔街见闻
1. 美联股份港股发行上市及境内未上市股份“全流通”获中国证监会备案 [URL:https://wallstreetcn.com/livenews/3003379]
2. 小红书发布双11战报：下单人数同比增长77%、成交额破千万商家增140% [URL:https://wallstreetcn.com/livenews/3003378]
3. 优必选首批数百台全尺寸工业人形机器人Walker S2正式开启量产交付 [URL:https://wallstreetcn.com/livenews/3003377]
4. 辉创电子股份有限公司台交所IPO获中国证监会备案 [URL:https://wallstreetcn.com/livenews/3003376]
5. 万科A：已完成“20万科08”公司债券的赎回工作 [URL:https://wallstreetcn.com/livenews/3003375]
6. 小红书加强社区属性，内测100MB内“发文件”功能 [URL:https://wallstreetcn.com/livenews/3003374]
7. 我国科研团队在钙钛矿发光二极管领域取得新进展 [URL:https://wallstreetcn.com/livenews/3003373]
8. 报道：印度市场监管机构委员会建议高层官员公开申报财产 [URL:https://wallstreetcn.com/livenews/3003372]
9. 中国证监会：境外投资者持有A股市值超3.5万亿元 [URL:https://wallstreetcn.com/livenews/3003371]
10. 报道：印度市场监管机构负责人称正计划全面改革以吸引外国投资者 [URL:https://wallstreetcn.com/livenews/3003370]
11. 国家发展改革委社会司召开高质量户外运动目的地建设工作部署会 [URL:https://wallstreetcn.com/livenews/3003367]
12. 保加利亚能源部长否认该国燃料储备短缺 [URL:https://wallstreetcn.com/livenews/3003366]
13. 拓斯达：筹划发行H股股票并在香港联合交易所有限公司上市。 [URL:https://wallstreetcn.com/livenews/3003365]
14. 道通科技：拟发行境外上市股份（H股）股票并申请在香港联交所主板挂牌上市。 [URL:https://wallstreetcn.com/livenews/3003364]
15. 印度10月份CPI同比增长0.25%，预估0.40%。 [URL:https://wallstreetcn.com/livenews/3003360]
16. 瑞幸咖啡CEO：公司正准备在美国重新上市。（CNBC） [URL:https://wallstreetcn.com/livenews/3003359]
17. 丸美生物：筹划发行H股股票并申请在香港联合交易所有限公司上市。 [URL:https://wallstreetcn.com/livenews/3003358]
18. 上交所：不断增强市场制度的包容性、适应性，持续提升市场吸引力和竞争力 [URL:https://wallstreetcn.com/livenews/3003357]
19. 工信部公开征求对《国家医药储备管理办法（征求意见稿）》的意见 [URL:https://wallstreetcn.com/livenews/3003356]
20. 前日本央行副行长Wakatabe：GDP势将大幅下滑，食品价格也将下跌。 需要一定规模的经济计划。 [URL:https://wallstreetcn.com/livenews/3003353]
21. 北大医药：公司董事长、总裁徐晰人先生因涉嫌刑事犯罪，已被重庆市江北区人民检察院批准逮捕。 [URL:https://wallstreetcn.com/livenews/3003352]
22. 香农芯创：11月11日，无锡高新区新动能产业发展基金（有限合伙）通过集中竞价累计减持54.92万股。 [URL:https://wallstreetcn.com/livenews/3003350]
23. 美国和沙特阿拉伯正努力敲定防务协议。（Axios） [URL:https://wallstreetcn.com/livenews/3003349]
24. 日本首相高市早苗：货币政策需要为了经济、物价稳定。 政府和日本央行将继续为了经济而携手合作。 [URL:https://wallstreetcn.com/livenews/3003347]
25. 乌克兰司法部长加卢先科涉嫌腐败被解职 [URL:https://wallstreetcn.com/livenews/3003346]
26. 深圳家装补贴带动消费超139亿元 [URL:https://wallstreetcn.com/livenews/3003345]
27. 赵乐际会见西班牙国王费利佩六世 [URL:https://wallstreetcn.com/livenews/3003340]
28. 天际股份：公司控股股东汕头天际于股票交易严重异常波动期间卖出公司股票840万股；实际控制人在公司股票交易严重异常波动期间未买卖公司股票。 [URL:https://wallstreetcn.com/livenews/3003339]
29. 百济神州：第三季度净利润为6.89亿元 [URL:https://wallstreetcn.com/livenews/3003337]
30. 虎牙发布2025年Q3财报：总收入创近9个季度新高，游戏相关服务、广告和其他贡献超三成收入 [URL:https://wallstreetcn.com/livenews/3003336]

