wallstreetcn-quick | 华尔街见闻
1. 我国形成300余项6G关键技术储备 [URL:https://wallstreetcn.com/livenews/3004585]
2. 广州两安置房用地9.59亿元成交，最高溢价率37.83% [URL:https://wallstreetcn.com/livenews/3004584]
3. 马来西亚第三季度GDP终值同比增长5.2%，预估为5.2%。 [URL:https://wallstreetcn.com/livenews/3004583]
4. 纽元兑美元扩大涨幅，最新上涨0.64%至0.5690。 [URL:https://wallstreetcn.com/livenews/3004581]
5. 中国财政部发行10年期债券，规模1190亿元，发行利率1.7800%，边际利率1.8100%，预期1.8000%，投标倍数3.67倍，边际倍数13.79倍； 中国财政部发行30年期债券，规模270亿元，发行利率2.1394%，预期2.1300%，投标倍数4.51倍，边际倍数7.91倍。 [URL:https://wallstreetcn.com/livenews/3004580]
6. 神二十一载人飞船顺利撤离空间站组合体 [URL:https://wallstreetcn.com/livenews/3004577]
7. 第二十七届高交会开幕，汇聚5000余项科技新成果 [URL:https://wallstreetcn.com/livenews/3004576]
8. 中国央行副行长陶玲：积极发展股权、债券等直接融资 [URL:https://wallstreetcn.com/livenews/3004575]
9. 上证指数早盘收报4022.89点，跌0.16%。 深证成指早盘收报13327.91点，跌1.10%。 创业板指早盘收报3146.01点，跌1.74%。 沪深300早盘收报4666.68点，跌0.75%。 科创50早盘收报1378.27点，跌1.50%。 中证500早盘收报7296.48点，跌0.80%。 中证1000早盘收报7567.79点，跌0.30%。 [URL:https://wallstreetcn.com/livenews/3004572]
10. 11月14日午间收评：创业板指半日跌1.74%，海南、福建板块逆势走强 [URL:https://wallstreetcn.com/livenews/3004571]
11. 国债期货早盘收盘，30年期主力合约涨0.11%，10年期主力合约与昨日持平，5年期主力合约跌0.01%，2年期主力合约跌0.01%。 [URL:https://wallstreetcn.com/livenews/3004569]
12. 现货黄金日内涨幅扩大至近1%，报4210.73美元/盎司。 [URL:https://wallstreetcn.com/livenews/3004568]
13. 中国央行副行长陶玲：约束金融行业“内卷式竞争”，保持合理的盈利空间 [URL:https://wallstreetcn.com/livenews/3004567]
14. 国家统计局：下阶段要推动各项政策协同发力，进一步扩内需、优结构、育新能 [URL:https://wallstreetcn.com/livenews/3004566]
15. 国家统计局：房地产市场转型调整需要一定时间，对部分指标波动要客观看待 [URL:https://wallstreetcn.com/livenews/3004565]
16. 国家统计局：全国商品房待售面积连续八个月减少 [URL:https://wallstreetcn.com/livenews/3004564]
17. 中央决定：徐建军任国铁集团总经理。 [URL:https://wallstreetcn.com/livenews/3004562]
18. 隔夜SHIBOR报1.3630%，上涨4.80个基点。 7天SHIBOR报1.4680%，下降0.60个基点。 3个月SHIBOR报1.5800%，上涨0.00个基点。 [URL:https://wallstreetcn.com/livenews/3004561]
19. 国家统计局：服务消费增长日益成为居民消费的重要增长点 [URL:https://wallstreetcn.com/livenews/3004559]
20. 香港投资管理公司2024年创造投资收益超20亿港币 [URL:https://wallstreetcn.com/livenews/3004558]
21. 国家统计局：继续优化投资结构，不断改善投资环境 [URL:https://wallstreetcn.com/livenews/3004557]
22. 国家统计局：我国货物进出口保持持续增长，展现出了较强韧性和活力 [URL:https://wallstreetcn.com/livenews/3004556]
23. 【国家统计局：要继续扩大国内需求、优化市场竞争环境等促进物价合理回升】国家统计局新闻发言人付凌晖在国新办新闻发布会上表示，在促进价格合理回升的各项措施作用下，10月份居民消费价格出现了积极变化，但市场需求拉动仍显不足，价格总体低位运行。下阶段要继续扩大国内需求，纵深推进全国统一大市场的建设，优化市场竞争环境，推进重点行业产能治理，改善供求关系，促进价格合理回升。 [URL:https://wallstreetcn.com/livenews/3004555]
24. 国家统计局：10月份规模以上高技术制造业增加值同比增长7.2%，继续快于规模以上工业增长 [URL:https://wallstreetcn.com/livenews/3004554]
25. 国家统计局谈投资增速放缓：房地产行业调整的下拉作用比较明显 [URL:https://wallstreetcn.com/livenews/3004553]
26. 日本东京发布流感流行警报 [URL:https://wallstreetcn.com/livenews/3004549]
27. 截至早盘收盘，日经225指数跌1.7%，东证指数跌0.8%。 [URL:https://wallstreetcn.com/livenews/3004547]
28. 花旗CEO兼董事长：投资者对中国市场表现出浓厚的兴趣。 [URL:https://wallstreetcn.com/livenews/3004546]
29. 国家统计局：我国投资潜力和空间依然巨大 [URL:https://wallstreetcn.com/livenews/3004545]
30. 进出口行发行3年期债券，规模20亿元，发行利率1.6579%，预期1.6800%，投标倍数7.72倍。 [URL:https://wallstreetcn.com/livenews/3004544]

