wallstreetcn-quick | 华尔街见闻
1. 聚焦AI领域投资，AI投资联盟正式成立 [URL:https://wallstreetcn.com/livenews/2949025]
2. 深圳充电宝行业响应自律倡议：抵制恶性竞争，拒绝劣质电芯采购 [URL:https://wallstreetcn.com/livenews/2949024]
3. 法国外长：将推动更多欧洲国家承认巴勒斯坦国 [URL:https://wallstreetcn.com/livenews/2949023]
4. 马来西亚外长：泰柬两国领导人将于28日在马讨论两国边境冲突 [URL:https://wallstreetcn.com/livenews/2949022]
5. Rokid创始人祝铭明：Rokid Glasses销量已达30万台，下半年将上线打车功能 [URL:https://wallstreetcn.com/livenews/2949021]
6. 科技部部长阴和俊出席2025世界人工智能大会暨人工智能全球治理高级别会议 [URL:https://wallstreetcn.com/livenews/2949020]
7. 浦东人工智能种子基金正式发布，总规模20亿元 [URL:https://wallstreetcn.com/livenews/2949019]
8. 泰柬称双方军队继续相互打击 [URL:https://wallstreetcn.com/livenews/2949018]
9. 水利部对北京启动洪水防御Ⅳ级应急响应 [URL:https://wallstreetcn.com/livenews/2949016]
10. 全球首个空间天气链式人工智能预报模型“风宇”正式发布 [URL:https://wallstreetcn.com/livenews/2949010]
11. 国家发改委：2025年上半年社会物流总费用与GDP的比率降至14% [URL:https://wallstreetcn.com/livenews/2949009]
12. 蚂蚁密算开源高阶程序HOP框架 [URL:https://wallstreetcn.com/livenews/2949001]
13. 商汤科技发布「悟能」具身智能平台，让机器人像人一样和现实世界交互 [URL:https://wallstreetcn.com/livenews/2949000]
14. 可灵AI全球用户超4500万，超两万企业客户及开发者接入 [URL:https://wallstreetcn.com/livenews/2948999]
15. 京东发布JoyInside附身智能品牌，数十家主流机器人品牌已接入 [URL:https://wallstreetcn.com/livenews/2948998]
16. 香港财政司司长陈茂波：第二季经济增长势头可望持续 [URL:https://wallstreetcn.com/livenews/2948997]
17. 宇树科技王兴兴：今年上半年全国智能机器人行业平均增速可达50%到100% [URL:https://wallstreetcn.com/livenews/2948996]
18. 年内净流入超8200亿港元，本周29股获得南向资金持股量环比增长超10% [URL:https://wallstreetcn.com/livenews/2948995]
19. 以军称在加沙地带人口稠密区限时战术性停火 [URL:https://wallstreetcn.com/livenews/2948994]
20. 宇树科技王兴兴：AI大语言模型写代码成功率已非常高，大部分软件可超过90% [URL:https://wallstreetcn.com/livenews/2948993]
21. 长三角“人工智能+”数据创新应用联合实验室启动 [URL:https://wallstreetcn.com/livenews/2948992]
22. 迭代速度加快，我国大模型数量居全球首位 [URL:https://wallstreetcn.com/livenews/2948991]
23. 智元机器人发布首个动作驱动世界模型 [URL:https://wallstreetcn.com/livenews/2948990]
24. 美国务卿称特朗普正在对俄“失去耐心” [URL:https://wallstreetcn.com/livenews/2948989]
25. 中国农药工业协会：开展农药行业“正风治卷”三年行动，将抵制低价无序竞争行为 [URL:https://wallstreetcn.com/livenews/2948988]
26. 暑期档票房已破50亿元 [URL:https://wallstreetcn.com/livenews/2948987]
27. 农业防高温干旱三级应急响应启动，力保秋粮丰收 [URL:https://wallstreetcn.com/livenews/2948986]
28. 泰国军方：柬方主动提出谈判，泰柬才有可能实现停火 [URL:https://wallstreetcn.com/livenews/2948985]
29. 阿里国际AI Business获世界人工智能大会SAIL之星 [URL:https://wallstreetcn.com/livenews/2948984]
30. 中国资本市场学会成立大会暨第一届第一次会员代表大会圆满召开 [URL:https://wallstreetcn.com/livenews/2948983]

