wallstreetcn-quick | 华尔街见闻
1. 浦东人工智能种子基金正式发布，总规模20亿元 [URL:https://wallstreetcn.com/livenews/2949019]
2. 泰柬称双方军队继续相互打击 [URL:https://wallstreetcn.com/livenews/2949018]
3. 水利部对北京启动洪水防御Ⅳ级应急响应 [URL:https://wallstreetcn.com/livenews/2949016]
4. 全球首个空间天气链式人工智能预报模型“风宇”正式发布 [URL:https://wallstreetcn.com/livenews/2949010]
5. 国家发改委：2025年上半年社会物流总费用与GDP的比率降至14% [URL:https://wallstreetcn.com/livenews/2949009]
6. 蚂蚁密算开源高阶程序HOP框架 [URL:https://wallstreetcn.com/livenews/2949001]
7. 商汤科技发布「悟能」具身智能平台，让机器人像人一样和现实世界交互 [URL:https://wallstreetcn.com/livenews/2949000]
8. 可灵AI全球用户超4500万，超两万企业客户及开发者接入 [URL:https://wallstreetcn.com/livenews/2948999]
9. 京东发布JoyInside附身智能品牌，数十家主流机器人品牌已接入 [URL:https://wallstreetcn.com/livenews/2948998]
10. 香港财政司司长陈茂波：第二季经济增长势头可望持续 [URL:https://wallstreetcn.com/livenews/2948997]
11. 宇树科技王兴兴：今年上半年全国智能机器人行业平均增速可达50%到100% [URL:https://wallstreetcn.com/livenews/2948996]
12. 年内净流入超8200亿港元，本周29股获得南向资金持股量环比增长超10% [URL:https://wallstreetcn.com/livenews/2948995]
13. 以军称在加沙地带人口稠密区限时战术性停火 [URL:https://wallstreetcn.com/livenews/2948994]
14. 宇树科技王兴兴：AI大语言模型写代码成功率已非常高，大部分软件可超过90% [URL:https://wallstreetcn.com/livenews/2948993]
15. 长三角“人工智能+”数据创新应用联合实验室启动 [URL:https://wallstreetcn.com/livenews/2948992]
16. 迭代速度加快，我国大模型数量居全球首位 [URL:https://wallstreetcn.com/livenews/2948991]
17. 智元机器人发布首个动作驱动世界模型 [URL:https://wallstreetcn.com/livenews/2948990]
18. 美国务卿称特朗普正在对俄“失去耐心” [URL:https://wallstreetcn.com/livenews/2948989]
19. 中国农药工业协会：开展农药行业“正风治卷”三年行动，将抵制低价无序竞争行为 [URL:https://wallstreetcn.com/livenews/2948988]
20. 暑期档票房已破50亿元 [URL:https://wallstreetcn.com/livenews/2948987]
21. 农业防高温干旱三级应急响应启动，力保秋粮丰收 [URL:https://wallstreetcn.com/livenews/2948986]
22. 泰国军方：柬方主动提出谈判，泰柬才有可能实现停火 [URL:https://wallstreetcn.com/livenews/2948985]
23. 阿里国际AI Business获世界人工智能大会SAIL之星 [URL:https://wallstreetcn.com/livenews/2948984]
24. 中国资本市场学会成立大会暨第一届第一次会员代表大会圆满召开 [URL:https://wallstreetcn.com/livenews/2948983]
25. 农业农村部等十部门：促进优质牛肉消费，提高国产奶制品认可度 [URL:https://wallstreetcn.com/livenews/2948982]
26. 农业农村部等十部门发布 《促进农产品消费实施方案》 [URL:https://wallstreetcn.com/livenews/2948980]
27. 腾讯AI应用全景图首次亮相 [URL:https://wallstreetcn.com/livenews/2948979]
28. 腾讯正式发布并开源业界首个的3D世界生成模型 [URL:https://wallstreetcn.com/livenews/2948978]
29. 国家统计局：6月份规模以上工业企业利润降幅收窄 [URL:https://wallstreetcn.com/livenews/2948977]
30. 中国6月规模以上工业企业利润同比 -4.3%，前值 -9.1%。 [URL:https://wallstreetcn.com/livenews/2948976]

