wallstreetcn-quick | 华尔街见闻
1. 沪电股份：向香港联交所递交H股发行上市申请并刊发申请资料 [URL:https://wallstreetcn.com/livenews/3012529]
2. 卓创资讯：向香港联交所递交H股发行上市申请并刊发申请资料 [URL:https://wallstreetcn.com/livenews/3012525]
3. 广电总局：网络视听行业要坚持“内容为王”与“技术赋能”双轮驱动 [URL:https://wallstreetcn.com/livenews/3012521]
4. 中微公司：持股14.93%的股东上海创业投资有限公司拟通过大宗交易方式减持公司股票不超过总股本的1%，即6,261,453股。 [URL:https://wallstreetcn.com/livenews/3012517]
5. 东鹏饮料：发行境外上市股份（H股）获得中国证监会备案，公司拟发行不超过66,446,000股境外上市普通股并在香港联合交易所上市。 [URL:https://wallstreetcn.com/livenews/3012515]
6. 香港特区政府：将全力支援受灾居民，全速进行调查工作 [URL:https://wallstreetcn.com/livenews/3012512]
7. 香港特区政府为大埔宏福苑受灾民众提供免费住所 [URL:https://wallstreetcn.com/livenews/3012511]
8. 西部陆海新通道班列已累计发送货物突破500万标箱 [URL:https://wallstreetcn.com/livenews/3012510]
9. 业内人士：我国近9成老年人倾向于居家养老，我国潜在护理人才需求或超1000万 [URL:https://wallstreetcn.com/livenews/3012509]
10. 委内瑞拉称已启动所有多边机制，要求美方停止非法行为 [URL:https://wallstreetcn.com/livenews/3012508]
11. 市场利率定价自律机制工作会议在京召开 [URL:https://wallstreetcn.com/livenews/3012507]
12. 金正恩称朝鲜空军将装备新战略军事资产 [URL:https://wallstreetcn.com/livenews/3012506]
13. 美战机在委海岸附近盘旋，委防长称“战争即将来临” [URL:https://wallstreetcn.com/livenews/3012505]
14. 国家统计局：11月份制造业采购经理指数小幅回升，非制造业商务活动指数有所回落 [URL:https://wallstreetcn.com/livenews/3012504]
15. 中国11月官方制造业PMI 49.2，前值 49。 [URL:https://wallstreetcn.com/livenews/3012502]
16. 中国11月官方综合PMI 49.7，前值 50。 [URL:https://wallstreetcn.com/livenews/3012501]
17. 中国11月官方非制造业PMI 49.5，前值 50.1。 [URL:https://wallstreetcn.com/livenews/3012500]
18. 疯狂动物城2票房超第一部，成为中国影史进口动画票房冠军 [URL:https://wallstreetcn.com/livenews/3012498]
19. 中国赴日航班数量大幅削减引日方担忧 [URL:https://wallstreetcn.com/livenews/3012497]
20. 券商借入超百亿元，券商两融人士：有多种可能性 [URL:https://wallstreetcn.com/livenews/3012496]
21. 香港屋宇署勒令30个私人楼宇工程项目暂时停工 [URL:https://wallstreetcn.com/livenews/3012495]
22. 委内瑞拉防长谴责美国威胁其领空主权 [URL:https://wallstreetcn.com/livenews/3012494]
23. 日本整体防卫相关费用达到约11万亿日元 [URL:https://wallstreetcn.com/livenews/3012493]
24. 俄副外长：部分欧洲国家仍在阻碍乌克兰危机的解决 [URL:https://wallstreetcn.com/livenews/3012492]
25. 以军宣布约旦河西岸伯利恒部分地区为“封闭军事区” [URL:https://wallstreetcn.com/livenews/3012489]
26. 00后养宠人数约2000万，宠物经济岗位大涨30% [URL:https://wallstreetcn.com/livenews/3012487]
27. 印尼洪灾遇难人数升至303人 [URL:https://wallstreetcn.com/livenews/3012486]
28. 上海中心城区首个数据跨境服务中心揭牌 [URL:https://wallstreetcn.com/livenews/3012485]
29. 中央港澳办协调中央有关部门和广东省继续为香港救灾工作提供协助和支援 [URL:https://wallstreetcn.com/livenews/3012484]
30. 香港廉政公署就大埔火灾再拘捕3人 [URL:https://wallstreetcn.com/livenews/3012483]

