wallstreetcn-quick | 华尔街见闻
1. 天合光能：签订超1GWh储能产品销售合同 [URL:https://wallstreetcn.com/livenews/2996770]
2. 马钢股份：第三季度净利润1.58亿元 [URL:https://wallstreetcn.com/livenews/2996767]
3. 珀莱雅：第三季度净利润2.27亿元，下降23.64% [URL:https://wallstreetcn.com/livenews/2996766]
4. 去年我国科技论文多项统计结果保持世界第一 [URL:https://wallstreetcn.com/livenews/2996765]
5. 海航控股：第三季度净利润27.88亿元，下降0.75% [URL:https://wallstreetcn.com/livenews/2996764]
6. 中信建投：第三季度净利润为25.8亿元，同比增长79.21% [URL:https://wallstreetcn.com/livenews/2996763]
7. 诺和诺德提交收购Metséra公司的提案，竞标价格为每股56.50美元现金，外加每股21.25美元的CVR（或有价值权）。Metséra美股盘前大涨超18%。 [URL:https://wallstreetcn.com/livenews/2996760]
8. 士兰微：第三季度净利润8426.8万元，同比增长56.62%。 [URL:https://wallstreetcn.com/livenews/2996759]
9. 天际股份：正在推动硫化锂材料制备专利的产业化 [URL:https://wallstreetcn.com/livenews/2996758]
10. 三六零：第三季度净利润1.6亿元，前三季度净亏损1.2亿元。 [URL:https://wallstreetcn.com/livenews/2996756]
11. 伊利股份：第三季度净利润32.26亿元，同比下降3.35% [URL:https://wallstreetcn.com/livenews/2996755]
12. 拓普集团：前三季度净利润为19.67亿元 同比下降11.97% [URL:https://wallstreetcn.com/livenews/2996753]
13. 自2025年11月10日起，年满13周岁女孩可免费接种HPV疫苗 [URL:https://wallstreetcn.com/livenews/2996751]
14. 爱旭股份：第三季度净利润亏损2.95亿元 [URL:https://wallstreetcn.com/livenews/2996749]
15. 长飞光纤：第三季度净利润1.74亿元，下降10.89% [URL:https://wallstreetcn.com/livenews/2996748]
16. 华泰证券：第三季度归母净利润51.83亿元，同比下降28.11% [URL:https://wallstreetcn.com/livenews/2996747]
17. 海尔智家：第三季度归母净利润53.4亿元，同比增长12.69% [URL:https://wallstreetcn.com/livenews/2996746]
18. 【赛力斯：第三季度净利润23.71亿元，下降1.74%】赛力斯公告，第三季度营收为481.33亿元，同比增长15.75%；净利润为23.71亿元，下降1.74%。前三季度营收为1105.34亿元，同比增长3.67%；净利润为53.12亿元，同比增长31.56%。 [URL:https://wallstreetcn.com/livenews/2996745]
19. 中国央行：2025年第三季度全国新发放商业性个人住房贷款加权平均利率为3.07%。 [URL:https://wallstreetcn.com/livenews/2996742]
20. 中国人寿：第三季度净利润1268.73亿元，同比增长91.5% [URL:https://wallstreetcn.com/livenews/2996740]
21. 海螺水泥：前三季度净利润同比增长21.28% [URL:https://wallstreetcn.com/livenews/2996739]
22. 比亚迪电子：前三季度净利润31.4亿元，同比增长2.4%；前三季度营收1232.9亿元，同比增长0.95%。 [URL:https://wallstreetcn.com/livenews/2996738]
23. 前三季度电子信息制造业利润总额同比增长12% [URL:https://wallstreetcn.com/livenews/2996736]
24. 航发动力：第三季度归母净利润1618.38万元，同比下降87.69% [URL:https://wallstreetcn.com/livenews/2996735]
25. 香港：已邀请上海黄金交易所参建香港黄金中央清算系统 正协商合作方案 [URL:https://wallstreetcn.com/livenews/2996734]
26. 平潭发展：第三季度净利润1614.5万元，同比增长1,970.63%；前三季度净利润3123万元，同比增长38.39%。 [URL:https://wallstreetcn.com/livenews/2996733]
27. 中国贸促会组织中国企业家代表团访问沙特 [URL:https://wallstreetcn.com/livenews/2996732]
28. 兖矿能源：第三季度归母净利润22.88亿元，同比下降36.60% [URL:https://wallstreetcn.com/livenews/2996731]
29. 招商证券上调两融规模上限由1500亿至2500亿 [URL:https://wallstreetcn.com/livenews/2996730]
30. 张江高科：第三季度净利润为2.47亿元，同比增长1.09% [URL:https://wallstreetcn.com/livenews/2996727]

