wallstreetcn-quick | 华尔街见闻
1. 日产预测财年营业亏损2750亿日元。 [URL:https://wallstreetcn.com/livenews/2996846]
2. 华夏幸福：第三季度营收为9.79亿元，同比下降87.76%；净利润亏损30.02亿元。 [URL:https://wallstreetcn.com/livenews/2996845]
3. 京东物流：第三季度净亏损4亿元 [URL:https://wallstreetcn.com/livenews/2996844]
4. 格尔软件：公司关注到近期市场对于量子科技相关概念的关注度较高，公司相关业务抗量子密码产品目前仍处于国内外标准化和应用试点的阶段，距大规模商业化仍有一段距离。目前抗量子产品业务占比极低，对公司目前经营业绩影响很小。 [URL:https://wallstreetcn.com/livenews/2996842]
5. 齐鲁银行：第三季度净利润为12.48亿元，同比增长15.85%。 [URL:https://wallstreetcn.com/livenews/2996840]
6. 京东回应强制二选一：均为不实信息，京东宗旨是让利商家，实现共赢 [URL:https://wallstreetcn.com/livenews/2996839]
7. 西南证券：第三季度净利润2.83亿元，同比增长97.95%。 [URL:https://wallstreetcn.com/livenews/2996837]
8. 礼来美股盘前涨超6%，公司上调2025财年指引 [URL:https://wallstreetcn.com/livenews/2996836]
9. 石头科技：第三季度净利润3.6亿元，同比增长2.51% [URL:https://wallstreetcn.com/livenews/2996834]
10. 中国东航：第三季度净利润35.34亿元，同比增长34.37%。 [URL:https://wallstreetcn.com/livenews/2996833]
11. 北方华创：第三季度净利润19.2亿元，同比增长14.60% [URL:https://wallstreetcn.com/livenews/2996832]
13. Merck & Co三季度销售额172.8亿美元，预估169.6亿美元。 三季度经调整后每股收益2.58美元，上年同期1.57美元。 Merck & Co预计全财年销售额645亿美元-650亿美元，此前预估643亿美元-653亿美元。 Merck & Co预计全财年经调整后每股收益8.93美元-8.98美元，此前预估8.87美元-8.97美元。 Merck & Co美股盘前涨近3%后转跌，现跌超2%。 [URL:https://wallstreetcn.com/livenews/2996828]
14. 中国黄金：第三季度净利润1608.85万元，同比下降89.37% [URL:https://wallstreetcn.com/livenews/2996826]
15. 晶科能源：第三季度净亏损10.1亿元，前三季度净亏损39.2亿元。 [URL:https://wallstreetcn.com/livenews/2996825]
16. 三六零：第三季度营业收入22.41亿元，同比增长16.88%；归属于母公司所有者的净利润1.6亿元，上年同期净亏损2.38亿元，扭亏为盈。 [URL:https://wallstreetcn.com/livenews/2996824]
17. 澜起科技：第三季度净利润4.7亿元，同比增长22.94% [URL:https://wallstreetcn.com/livenews/2996822]
18. 国盾量子：目前量子保密通信网络建设的推进力度和进度存在不确定性 [URL:https://wallstreetcn.com/livenews/2996818]
19. 浦发银行：第三季度净利润为90.82亿元，同比增长10.29%。 [URL:https://wallstreetcn.com/livenews/2996816]
20. 中信银行：第三季度净利润169.1亿元，同比增长3.53%，营收508.36亿元，同比下降4.43%。 [URL:https://wallstreetcn.com/livenews/2996815]
21. 永辉超市：第三季度净亏损4.69亿元，前三季度净亏损7.1亿元。 [URL:https://wallstreetcn.com/livenews/2996814]
22. 常铝股份：第三季度净利润1040万元，同比下降47.15%；前三季度净利润3670万元，同比下降28.54%。 [URL:https://wallstreetcn.com/livenews/2996811]
23. 光大银行：第三季度净利润为125.37亿元，同比下降10.33% [URL:https://wallstreetcn.com/livenews/2996809]
24. 洋河股份：第三季度净亏损3.7亿元；前三季度净利润39.75亿元，同比下降53.66%。 [URL:https://wallstreetcn.com/livenews/2996807]
25. 大中矿业：近期受益于新能源汽车、储能等下游产业的利好发展，市场对锂电产业链及锂矿资源保持较高关注度。公司全资孙公司郴州市城泰矿业投资有限责任公司依法合规取得《采矿许可证》，但矿产资源开发受自然因素、社会因素及政策调整等多种因素影响，矿山后续的实际建设、投产进度及产能实现仍存在不确定性，请广大投资者注意投资风险。 [URL:https://wallstreetcn.com/livenews/2996806]
26. 沪硅产业：第三季度营收为9.44亿元，同比增长3.79%；净利润亏损2.65亿元。 [URL:https://wallstreetcn.com/livenews/2996804]
27. 游族网络：第三季度净利润2619.99万元，同比增长4,466.74% [URL:https://wallstreetcn.com/livenews/2996803]
28. 上纬新材：第三季度净利润3064.73万元，同比增长49.66% [URL:https://wallstreetcn.com/livenews/2996801]
29. 中国重汽：第三季度净利润3.8亿元，同比增长20.99%。 [URL:https://wallstreetcn.com/livenews/2996799]
30. 中国太保：第三季度净利润为人民币178.15亿元，同比增长33.3% [URL:https://wallstreetcn.com/livenews/2996795]

