wallstreetcn-quick | 华尔街见闻
1. 2025年中国电影海外票房收入已超2024年全年 [URL:https://wallstreetcn.com/livenews/2991003]
2. 上证指数早盘收报3910.13点，涨1.20%。 深证成指早盘收报13065.58点，涨1.97%。 创业板指早盘收报3080.79点，涨2.92%。 沪深300早盘收报4607.56点，涨1.53%。 科创50早盘收报1397.03点，涨2.13%。 中证500早盘收报7180.00点，涨1.56%。 中证1000早盘收报7342.70点，涨1.43%。 [URL:https://wallstreetcn.com/livenews/2990999]
3. 10月21日午间收评：创业板指半日涨近3%，深地科技概念集体爆发 [URL:https://wallstreetcn.com/livenews/2990998]
4. 国债期货早盘收盘，30年期主力合约跌0.20%，10年期主力合约跌0.04%，5年期主力合约涨0.00%，2年期主力合约涨0.02%。 [URL:https://wallstreetcn.com/livenews/2990996]
5. A股中字头股票拉升，中信重工2连板，中信金属涨停，中纺标涨超10％，中成股份、中钢洛耐、中国一重、中铁装配、中国铁物跟涨。 [URL:https://wallstreetcn.com/livenews/2990995]
6. 工业和信息化部科技服务业标准化技术委员会成立 [URL:https://wallstreetcn.com/livenews/2990994]
7. 国内金饰克价较昨日上涨30元 [URL:https://wallstreetcn.com/livenews/2990993]
8. 高盛预计明年布伦特原油价格将进一步下跌，并在明年第四季度达到每桶52美元的水平。 [URL:https://wallstreetcn.com/livenews/2990992]
9. 沪指涨幅扩大至1%。 [URL:https://wallstreetcn.com/livenews/2990991]
10. 国家能源局组织召开2025—2026年度采暖季天然气保暖保供工作会议 [URL:https://wallstreetcn.com/livenews/2990989]
11. A股流感、维生素板块短线拉升，特一药业直线涨停，金石亚药、华兰疫苗涨超10%，亨迪药业、向日葵跟涨。 [URL:https://wallstreetcn.com/livenews/2990988]
12. 商务部：2026年化肥进口关税配额总量为1365万吨 [URL:https://wallstreetcn.com/livenews/2990985]
13. 隔夜SHIBOR报1.3170%，上涨0.00个基点。 7天SHIBOR报1.4260%，上涨0.80个基点。 3个月SHIBOR报1.5860%，上涨0.40个基点。 [URL:https://wallstreetcn.com/livenews/2990984]
14. 沪深两市成交额突破1万亿元。 [URL:https://wallstreetcn.com/livenews/2990982]
15. 墨西哥和美国启动联合计划遏制边境武器走私 [URL:https://wallstreetcn.com/livenews/2990981]
16. A股深地经济概念盘中持续走强，正元地信20cm涨停，此前中裕科技、德石股份、山河智能、中化岩土、山东墨龙等多股涨停，恒立钻具、四方达涨超10%。 [URL:https://wallstreetcn.com/livenews/2990979]
17. 今年前8个月北京医疗仪器及器械出口58.3亿元，同比增长21.5% [URL:https://wallstreetcn.com/livenews/2990977]
18. 创业板指涨超3%，沪指涨近1%，深成指涨近2%，超硬材料、深海科技、CPO、存储芯片等方向领涨，沪深京三市上涨个股超4200只。 [URL:https://wallstreetcn.com/livenews/2990975]
19. 海尔据悉正与中金和汇丰就物联网子公司卡奥斯香港IPO事宜进行合作。（彭博） [URL:https://wallstreetcn.com/livenews/2990973]
20. 中金公司彭文生：今年A股上涨主要源于风险溢价的下降 [URL:https://wallstreetcn.com/livenews/2990972]
21. 沪指涨近1%收复3900点，培育钻石、存储芯片、消费电子概念涨幅居前，全市场近4400股飘红。 [URL:https://wallstreetcn.com/livenews/2990971]
22. 韩国Kakao集团创始人金范洙在股价操纵案中被判无罪。 [URL:https://wallstreetcn.com/livenews/2990970]
23. 国开行发行2年期债券，规模60亿元，发行利率1.5898%，预期1.6000%，投标倍数4.11倍，边际倍数1.27倍； 国开行发行5年期债券，规模70亿元，发行利率1.7900%，预期1.7600%，投标倍数3.73倍，边际倍数6.00倍； 国开行发行10年期债券，规模50亿元，发行利率1.9598%，预期1.9800%，投标倍数5.89倍，边际倍数2.36倍。 [URL:https://wallstreetcn.com/livenews/2990969]
24. 全国市场监管科技和信息化工作座谈会在浙江召开 [URL:https://wallstreetcn.com/livenews/2990968]
25. A股苹果概念股持续走高，福立旺涨超12%，环旭电子涨停，安泰科技、立讯精密、珠海冠宇等涨超8%。 [URL:https://wallstreetcn.com/livenews/2990966]
26. 上海钢联发布数据显示，今日电池级碳酸锂（早盘）价格与上日持平，均价报76250元/吨。 [URL:https://wallstreetcn.com/livenews/2990965]
27. 恒生科技指数日内涨幅扩大至3%，哔哩哔哩涨超9%，中芯国际涨超5%。 [URL:https://wallstreetcn.com/livenews/2990964]
28. A股零售股异动拉升，国光连锁直线涨停，武商集团、合百集团、中百集团、国芳集团、上海九百等跟涨。 [URL:https://wallstreetcn.com/livenews/2990963]
29. 前三季度四川GDP同比增长5.5% [URL:https://wallstreetcn.com/livenews/2990962]
30. 中芯国际港股创近三周盘中最大涨幅，摩根士丹利上调评级至超配 [URL:https://wallstreetcn.com/livenews/2990961]

